date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
11/29/2023,24,Santa Tell Me,Ariana Grande,89,204093,single,1,11/24/2014,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
11/29/2023,25,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo & Rachel Zegler & Flatland Cavalry,80,205483,album,17,11/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27322ad9f1afdbeeceaf0c91686
11/29/2023,26,It's Beginning to Look a Lot like Christmas,Michael Bublé,80,207199,album,21,10/14/2011,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
11/29/2023,27,Según Quién,Maluma,89,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
11/29/2023,28,Water,Tyla,95,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
11/29/2023,29,Stick Season,Noah Kahan,91,182346,album,14,10/14/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
11/29/2023,30,As It Was,Harry Styles,94,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
11/29/2023,31,It's the Most Wonderful Time of the Year,Andy Williams,75,151000,album,12,1963,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
11/29/2023,32,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,88,117146,album,12,1/1/1959,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
11/29/2023,33,LALA,Myke Towers,95,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
11/29/2023,34,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,87,201812,album,7,10/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
11/29/2023,35,The Night We Met,Lord Huron,82,208211,album,14,4/7/2015,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
11/29/2023,36,Snowman,Sia,88,165900,album,13,11/1/2018,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
11/29/2023,37,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
11/29/2023,38,Daylight,David Kushner,94,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
11/29/2023,39,Starboy,The Weeknd,93,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
11/29/2023,40,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
11/29/2023,41,Prada,cassö & RAYE & D-Block Europe,94,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
11/29/2023,42,exes,Tate McRae,88,159400,single,2,11/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733abcdf926da7799a87d36406
11/29/2023,43,LADY GAGA,Peso Pluma,93,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
11/29/2023,44,Columbia,Quevedo,93,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
11/29/2023,45,Another Love,Tom Odell,92,244360,album,15,6/24/2013,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
11/29/2023,46,Sweater Weather,The Neighbourhood,92,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
11/29/2023,47,Dance The Night - From Barbie The Album,Dua Lipa,93,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
11/29/2023,48,Underneath the Tree,Kelly Clarkson,80,229640,album,14,10/29/2013,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
11/29/2023,49,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,94,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
11/29/2023,50,IDGAF (feat. Yeat),Drake,93,260111,album,23,10/6/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
11/30/2023,1,You’re Losing Me (From The Vault),Taylor Swift,0,277831,single,1,11/29/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734fe1868aa6838eb595f3673a
11/30/2023,2,greedy,Tate McRae,100,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
11/30/2023,3,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
11/30/2023,4,All I Want for Christmas Is You,Mariah Carey,94,241106,album,10,10/28/1994,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
11/30/2023,5,My Love Mine All Mine,Mitski,98,137773,album,11,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
11/30/2023,6,Lovin On Me,Jack Harlow,94,138411,single,1,11/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
11/30/2023,7,Last Christmas - Single Version,Wham!,82,265960,album,16,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
11/30/2023,8,Si No Estás,iñigo quintero,99,184061,single,1,9/23/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
11/30/2023,9,Seven (feat. Latto) (Explicit Ver.),Jung Kook,89,183550,album,11,11/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
11/30/2023,10,Paint The Town Red,Doja Cat,88,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
11/30/2023,11,Standing Next to You,Jung Kook,97,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
11/30/2023,12,Rockin' Around The Christmas Tree,Brenda Lee,91,126266,album,12,10/19/1964,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
11/30/2023,13,PERRO NEGRO,Bad Bunny,97,162767,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
11/30/2023,14,Strangers,Kenya Grace,97,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
11/30/2023,15,HARLEY QUINN,Fuerza Regida,94,143327,album,30,10/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
11/30/2023,16,Jingle Bell Rock,Bobby Helms,88,130973,single,2,12/2/1957,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
11/30/2023,17,Agora Hills,Doja Cat,84,265360,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
11/30/2023,18,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
11/30/2023,19,QLONA,KAROL G,93,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
11/30/2023,20,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
11/30/2023,21,MONACO,Bad Bunny,97,267194,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
11/30/2023,22,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,94,229477,album,21,10/26/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
11/30/2023,23,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
11/30/2023,24,Stick Season,Noah Kahan,92,182346,album,14,10/14/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
11/30/2023,25,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,92,244684,single,3,6/23/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
11/30/2023,26,Santa Tell Me,Ariana Grande,90,204093,single,1,11/24/2014,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
11/30/2023,27,Houdini,Dua Lipa,93,185917,single,1,11/9/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
11/30/2023,28,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
11/30/2023,29,As It Was,Harry Styles,94,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
11/30/2023,30,It's Beginning to Look a Lot like Christmas,Michael Bublé,80,207199,album,21,10/14/2011,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
11/30/2023,31,Daylight,David Kushner,94,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
11/30/2023,32,Según Quién,Maluma,89,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
11/30/2023,33,Water,Tyla,95,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
11/30/2023,34,LALA,Myke Towers,95,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
11/30/2023,35,Starboy,The Weeknd,93,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
11/30/2023,36,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo & Rachel Zegler & Flatland Cavalry,81,205483,album,17,11/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27322ad9f1afdbeeceaf0c91686
11/30/2023,37,It's the Most Wonderful Time of the Year,Andy Williams,75,151000,album,12,1963,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
11/30/2023,38,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,89,117146,album,12,1/1/1959,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
11/30/2023,39,Snowman,Sia,88,165900,album,13,11/1/2018,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
11/30/2023,40,The Night We Met,Lord Huron,82,208211,album,14,4/7/2015,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
11/30/2023,41,Dance The Night - From Barbie The Album,Dua Lipa,93,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
11/30/2023,42,Flowers,Miley Cyrus,92,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
11/30/2023,43,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,94,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
11/30/2023,44,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,87,201812,album,7,10/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
11/30/2023,45,LADY GAGA,Peso Pluma,93,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
11/30/2023,46,Sweater Weather,The Neighbourhood,92,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
11/30/2023,47,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
11/30/2023,48,Prada,cassö & RAYE & D-Block Europe,94,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
11/30/2023,49,Columbia,Quevedo,93,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
11/30/2023,50,Anti-Hero,Taylor Swift,92,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
12/1/2023,1,You’re Losing Me (From The Vault),Taylor Swift,81,277831,single,1,11/29/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734fe1868aa6838eb595f3673a
12/1/2023,2,greedy,Tate McRae,100,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
12/1/2023,3,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
12/1/2023,4,All I Want for Christmas Is You,Mariah Carey,94,241106,album,10,10/28/1994,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
12/1/2023,5,My Love Mine All Mine,Mitski,98,137773,album,11,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
12/1/2023,6,Lovin On Me,Jack Harlow,94,138411,single,1,11/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
12/1/2023,7,Last Christmas - Single Version,Wham!,83,265960,album,16,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
12/1/2023,8,Si No Estás,iñigo quintero,98,184061,single,1,9/23/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
12/1/2023,9,Seven (feat. Latto) (Explicit Ver.),Jung Kook,89,183550,album,11,11/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
12/1/2023,10,Paint The Town Red,Doja Cat,88,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
12/1/2023,11,Standing Next to You,Jung Kook,97,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
12/1/2023,12,Rockin' Around The Christmas Tree,Brenda Lee,91,126266,album,12,10/19/1964,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
12/1/2023,13,PERRO NEGRO,Bad Bunny,97,162767,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
12/1/2023,14,Strangers,Kenya Grace,97,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
12/1/2023,15,HARLEY QUINN,Fuerza Regida,94,143327,album,30,10/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
12/1/2023,16,Jingle Bell Rock,Bobby Helms,88,130973,single,2,12/2/1957,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
12/1/2023,17,Agora Hills,Doja Cat,84,265360,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
12/1/2023,18,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
12/1/2023,19,QLONA,KAROL G,93,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
12/1/2023,20,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
12/1/2023,21,MONACO,Bad Bunny,97,267194,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
12/1/2023,22,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,94,229477,album,21,10/26/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
12/1/2023,23,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
12/1/2023,24,Stick Season,Noah Kahan,92,182346,album,14,10/14/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
12/1/2023,25,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,92,244684,single,3,6/23/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
12/1/2023,26,Santa Tell Me,Ariana Grande,90,204093,single,1,11/24/2014,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
12/1/2023,27,Houdini,Dua Lipa,93,185917,single,1,11/9/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
12/1/2023,28,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
12/1/2023,29,As It Was,Harry Styles,94,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
12/1/2023,30,It's Beginning to Look a Lot like Christmas,Michael Bublé,81,207199,album,21,10/14/2011,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
12/1/2023,31,Daylight,David Kushner,94,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
12/1/2023,32,Según Quién,Maluma,90,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
12/1/2023,33,Water,Tyla,95,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
12/1/2023,34,LALA,Myke Towers,95,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
12/1/2023,35,Starboy,The Weeknd,93,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
12/1/2023,36,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo & Rachel Zegler & Flatland Cavalry,81,205483,album,17,11/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27322ad9f1afdbeeceaf0c91686
12/1/2023,37,It's the Most Wonderful Time of the Year,Andy Williams,75,151000,album,12,1963,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
12/1/2023,38,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,89,117146,album,12,1/1/1959,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
12/1/2023,39,Snowman,Sia,89,165900,album,13,11/1/2018,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
12/1/2023,40,The Night We Met,Lord Huron,82,208211,album,14,4/7/2015,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
12/1/2023,41,Dance The Night - From Barbie The Album,Dua Lipa,93,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
12/1/2023,42,Flowers,Miley Cyrus,92,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
12/1/2023,43,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,94,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
12/1/2023,44,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,87,201812,album,7,10/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b
12/1/2023,45,LADY GAGA,Peso Pluma,93,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
12/1/2023,46,Sweater Weather,The Neighbourhood,92,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
12/1/2023,47,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
12/1/2023,48,Prada,cassö & RAYE & D-Block Europe,94,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
12/1/2023,49,Columbia,Quevedo,93,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
12/1/2023,50,Anti-Hero,Taylor Swift,92,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
12/2/2023,1,All I Want for Christmas Is You,Mariah Carey,95,241106,album,10,10/28/1994,FALSE,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
12/2/2023,2,Last Christmas - Single Version,Wham!,83,265960,album,16,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615
12/2/2023,3,Rockin' Around The Christmas Tree,Brenda Lee,92,126266,album,12,10/19/1964,FALSE,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
12/2/2023,4,You’re Losing Me (From The Vault),Taylor Swift,86,277831,single,1,11/29/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734fe1868aa6838eb595f3673a
12/2/2023,5,greedy,Tate McRae,100,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
12/2/2023,6,Cruel Summer,Taylor Swift,99,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
12/2/2023,7,Jingle Bell Rock,Bobby Helms,88,130973,single,2,12/2/1957,FALSE,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
12/2/2023,8,Lovin On Me,Jack Harlow,95,138411,single,1,11/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
12/2/2023,9,My Love Mine All Mine,Mitski,98,137773,album,11,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
12/2/2023,10,Santa Tell Me,Ariana Grande,90,204093,single,1,11/24/2014,FALSE,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5
12/2/2023,11,It's Beginning to Look a Lot like Christmas,Michael Bublé,81,207199,album,21,10/14/2011,FALSE,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
12/2/2023,12,Si No Estás,iñigo quintero,98,184061,single,1,9/23/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
12/2/2023,13,Seven (feat. Latto) (Explicit Ver.),Jung Kook,89,183550,album,11,11/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
12/2/2023,14,Paint The Town Red,Doja Cat,88,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
12/2/2023,15,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,89,117146,album,12,1/1/1959,FALSE,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
12/2/2023,16,It's the Most Wonderful Time of the Year,Andy Williams,76,151000,album,12,1963,FALSE,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650
12/2/2023,17,Standing Next to You,Jung Kook,98,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
12/2/2023,18,PERRO NEGRO,Bad Bunny,97,162767,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
12/2/2023,19,Snowman,Sia,89,165900,album,13,11/1/2018,FALSE,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
12/2/2023,20,QLONA,KAROL G,93,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
12/2/2023,21,Strangers,Kenya Grace,97,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
12/2/2023,22,Underneath the Tree,Kelly Clarkson,81,229640,album,14,10/29/2013,FALSE,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
12/2/2023,23,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
12/2/2023,24,HARLEY QUINN,Fuerza Regida,94,143327,album,30,10/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
12/2/2023,25,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
12/2/2023,26,MONACO,Bad Bunny,97,267194,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
12/2/2023,27,Holly Jolly Christmas,Michael Bublé,77,119786,album,16,10/14/2011,FALSE,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
12/2/2023,28,Water,Tyla,95,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
12/2/2023,29,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,94,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
12/2/2023,30,Feliz Navidad,José Feliciano,82,182066,album,15,9/24/2002,FALSE,https://i.scdn.co/image/ab67616d0000b273c8ac560f803bba4902f8bbc5
12/2/2023,31,Agora Hills,Doja Cat,84,265360,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
12/2/2023,32,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd & JENNIE & Lily-Rose Depp,92,244684,single,3,6/23/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262
12/2/2023,33,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
